userName;content;score;at
Syaiful Akhyar;untuk wilayah saya tinggal jaringan lancar2saja;5;31/01/2024 04:36
Iim Alamsah;Terima kasi;5;31/01/2024 04:34
Lara Sati;Aplikasi jelek tapi terpaksa pakai;2;31/01/2024 04:32
ricky 007;Jaring sering hilang;2;31/01/2024 04:27
Ardi Tiya Putra;Makin kesini makin buruk sinyalnya. Sangat mengecewakan;1;31/01/2024 04:24
Komeng Dalang;Indosat makin oke;5;31/01/2024 04:23
Aha 99;Pulsanya kesedot terus;1;31/01/2024 04:19
garda junior;YANG MAIN GAME ONLINE JGN PAKE IM3... NYESAL... JARINGANNYA HILANG-HILANG NDA NENTU KAYA KHON... NYESAL PAKE IM3... Ngasih permintaan maaf 1 Giga rusaknya berminggu minggu dan jaringan nda stabil... IM3 LAWAK ??????;1;31/01/2024 04:19
Muzakky Alcasinni;baik;4;31/01/2024 04:18
Ang Tomi89;ok;5;31/01/2024 04:12
THE FORESTER;gangguan Mulu konnttol;1;31/01/2024 03:50
M Anggara Prasetyo Tyo;mantap;5;31/01/2024 03:48
Yan Gz;sangat baik;5;31/01/2024 03:48
AKHMAT THOYIB;lbh hemat;5;31/01/2024 03:48
Renamei Rendasari;Indosat babi harga paket makin mahal sinyal makin ancur sering gangguan tolol;1;31/01/2024 03:37
Christ N;Super lemot...apa karena pakai paket promo...mending pakai si merah...lebih mahal tapi lancar jaya;2;31/01/2024 03:26
TEDDY IRAWAN;good;5;31/01/2024 03:25
Adhen89;Lumayan membantu;4;31/01/2024 03:14
jsjsjsjsj sjsjsjsjsjsj;ngelag su;1;31/01/2024 03:09
Gimah derman;baik;5;31/01/2024 03:06
Rendy Adha;smoga konsisten menyediakan paket internet yg ramah di kantong. . Dan memperkuat sinyal nya;5;31/01/2024 03:04
Ludiah new;Jaringan sangat lambat seperti siput;2;31/01/2024 03:03
Sudarmaji;mantap;5;31/01/2024 02:43
Nurdiansyah Nurdiansyah;heh kont0l jaringan luh benerin napah, ujan dikit ajah langsung ilang jaringan, kek taik banget bikin internet lemot.;1;31/01/2024 02:41
Ardys;Paket 30 hari makin mwahal aj;1;31/01/2024 02:36
Anggi Anggun;Apk berat tampilan kurang bagus;1;31/01/2024 02:31
Raider projeck;Ok;5;31/01/2024 02:31
Belajar Berjalan;Minta update malah lelet... Piye to kiiii...???;5;31/01/2024 02:30
dewi weni;mantap;5;31/01/2024 02:24
Aco Aco;masih kurang bagus jaringannya kalau lagi main game online;4;31/01/2024 02:22
Hari Kusuma;sangat puas;5;31/01/2024 02:19
Ari Wijaya;Baik;5;31/01/2024 02:09
Ratna Ningsih;SUKA TIBA TIBA ERROR;1;31/01/2024 02:02
Hasan Saepudin1999;Berisik tau banyak sms mulu gk jelas;1;31/01/2024 02:00
Anggite Pri ilahi;ok;5;31/01/2024 01:58
ria kristiani;Kalo ada bintang nol, bintang nol aku kasih;1;31/01/2024 01:56
Randhy Mofferz;mantap;5;31/01/2024 01:54
Ruli Rahmawati Rahmawati;banyakin promo nya minnn??;5;31/01/2024 01:53
Vin8800 Vin;baik;1;31/01/2024 01:42
Dinda adit;jaringannya jelek, minta kompensasi gak dikasih!! ????????????;1;31/01/2024 01:40
Fauzan Azzam;mantap;5;31/01/2024 01:38
Risna Risna;aplikasi ini sangat membantu;5;31/01/2024 01:33
Driyanto Yanto;bagus;4;31/01/2024 01:26
MA Gaming;Kartu korup njir tiba tiba Kouta berkurang drastis padahal gak dipake pake kesampingkan itu dulu ini jaringan kenapa tiba² tidak jelas sekarang pulsa pun hilang tiba tiba padahal kartu di sim 2 internet di sim 1 kok pulsanya hilang blok;1;31/01/2024 01:26
Dodi Doank;Terimaksih kepada my m3 atas kuota gratis nya yang terus berkepanjangan ,,, kumpulkan poin mu ambil kuota gratis mu;5;31/01/2024 01:24
Wulandari SMD Blitar;bagus;5;31/01/2024 01:12
aj Cell;aku suka mylm3;5;31/01/2024 01:10
Zizi 88;Aplikasi bagus dan keren banget ??;5;31/01/2024 01:06
Abuya Syafrudin Hua;apk super bagus;5;31/01/2024 01:05
Arsya fikri S;blok. gak iso tuku paketan lurr, Asuuuu;1;31/01/2024 01:04
Nina Rastina;okkk dan memuaskan;5;31/01/2024 01:03
Aswadi;bagus;5;31/01/2024 01:02
Hidayat Dayat;okeee bangettt;5;31/01/2024 01:01
Eka Purwati;jaringan mudah di jangkau;4;31/01/2024 00:56
lya Astuti;??;1;31/01/2024 00:51
Anton sujarwo Sujarwo;mantuuuullll banget;5;31/01/2024 00:50
Aris Darmawan;Paketan semakin boros, semakin mahal, sering ngelag.. Baru kali ini aku ngrasain hal terburuk selama pake M3 selama hampir 25 thn ??;1;31/01/2024 00:47
Resya Andika;gak jls banget ni apk cuma buka aplikasi nya buat beli paket data malah pulsa berkurang terus;2;31/01/2024 00:29
23 M.Maulana Fahrezi;Tolong buat developer nya tolong diperbaiki buat pembayaran shopepay nya soalnya sering banget ngebug hampir setiap beli di nomor satunya juga gitu setiap beli sering banget ngebug;2;31/01/2024 00:19
Dona Tn X Sarnubi;1 dulu? kalau gak ngecewain tambah bintang!!!;1;31/01/2024 00:01
Qiana Qia;trimakakasih tlah mbantu kami yv di pelpsok;5;30/01/2024 23:56
Mila Sari;baikk;5;30/01/2024 23:51
Ridho fitrah ardiansyah;apk yg sanggat membantuu;5;30/01/2024 23:44
airbomasaf mantaf;Oke;5;30/01/2024 23:44
YanzZTuru;Knpa paket saya tibaberhenti padahal saya baru beli 3 hari yg lalu mohon di jawab karna saya sudah sering kaya begini;1;30/01/2024 23:43
Inun;1. Anjay promo nya banyak tpi pas dibeliin pulsa tiba² promo nya hilang ibarat kata kek ga bertanggung jawab bngt gtu loh masa udh di beliin pulsa malah hilang promo nya. 2. Kuota nya cepet bngt habisnya, saya udh pernah bandingin indosat sm xl saya tes pake liat tiktok dan ternyata indosat cepet banget habisnya dan 100% lbh irit xl....! 3. Point di myim3 tuh ga guna, masa ditukerin kuota malah tambah pulsa 4k itu sama aja beli kuota dan point nya ga guna, bedalagi sm xl nukerin pke point aja;1;30/01/2024 23:42
Rehan Koclok;kurang promo;5;30/01/2024 23:41
Ilvan Van zee;mantap;5;30/01/2024 23:36
Stern ritter;Mau login aja susah bangsad;1;30/01/2024 23:34
Yantoalpakir Alpakir;jaringan nya bagus;5;30/01/2024 23:31
Budi Siswanto;mudah sekali;5;30/01/2024 23:28
adit arvian;terbaik;5;30/01/2024 23:20
Sofian Bae;Aplikasi myIM3.. sering pembaharuan tapi susah kalau mau cek pulsa dan data.. pulsa juga masih sering terpotong...;1;30/01/2024 23:17
Nur Ali;Ok;5;30/01/2024 23:09
Yogi Swara;Apaan ni aplikasi suka nge bug tiap mau buka selalu loading screen mulu nga bisa buka lanjut ke menu utama;1;30/01/2024 23:06
Muhammad Lathif ramadhani;Kuota terjelek gangguan trus gk work it;1;30/01/2024 22:45
Kang Viray;Gak JELASSSSS....!!!;1;30/01/2024 22:44
Ali Bot;Ah males gw beli pulsa 50rebu ga masuk2,lah beli pulsa darurat 10rebu tiva2 hilang gw kecewa sama indosat;1;30/01/2024 22:41
Nur S;mantap;5;30/01/2024 22:40
Apana Siti;Jaringan busuk;1;30/01/2024 22:38
La Anti;bagus, komplit jaringan kadang sedikit lalot;4;30/01/2024 22:25
mobile legends;kenapa harga paket internet semakin mahal ? 50k cuma dapat 12gb. dulu 50k dapat 25gb. hadeh ... kayaknya waktunya pindah ke OPERATOR sebelah yg dpt lbih banyak kuota dengan harga yang sama dan sinyal lebih baik.;1;30/01/2024 22:19
Rizky Bakti Kurniawan;Saya isi paket kuota yg 30GB tau tau hilang dan tergantikan pinjaman kuota 700MB 4hari.. kok bisa sih? Kenapa langsung berganti dan hangus aja kuota utama saya kenapa tidak ada pertanyaan sebelum mengganti kuota utama atau kenapa harus menghilangkan paket utama?;1;30/01/2024 21:10
Reza dandi;Aplikasi masih cacat, kepencet game pada aplikasi tidak bisa tekan tombol kembali malah harus tutup aplikasi baru bisa keluar, tidak layak sekali . mohon upgrade, Aplikasi cacat,;1;30/01/2024 21:10
REZA SFITRA;Myim3 tidk kaya dlu sekarang jalek;1;30/01/2024 20:50
Juni Nandar;Benerin napa sinyal dah berapa taun gak masih aja sama kaya dulu mana peningkatan nya;1;30/01/2024 20:48
yasir JANGGER;keren;5;30/01/2024 20:26
Abdul Azis;Terbaik;5;30/01/2024 20:23
Yasinta Rahma;bagus;5;30/01/2024 20:14
Tarmedi;baik;2;30/01/2024 20:06
Van Basten;sangat mudah untuk digunakan;4;30/01/2024 19:48
riski Iki;sangat baik;5;30/01/2024 19:45
Mahendri Jaya syahputra;Internet lemot kalau sudah malam dan dibuat maen game malah nge lag gak karuan. Apalagi kalau habis hujan makin parah main game nya....;1;30/01/2024 19:41
E MUAMAR S;Seharusnya masa aktif internet pukul atau waktunya habis dicantumkan. Jangan cuma tersisa 1 hari...;1;30/01/2024 19:39
Rizki Lahi;sangat bermanfaat;5;30/01/2024 19:04
Arvan Rio;Sinyal jelek banget di wilayah Jateng brebes Tonjong Kalijurang;2;30/01/2024 19:02
Robby Nugraha;ok;4;30/01/2024 19:01
Nur Hikmah;sangat bagus;5;30/01/2024 18:47
Keto Be;Memang gk habis akal busuk lo sbg penyedia layanan, sekarang lo ngirim pop up langgananan rbt scam saat pengguna lagi mau menggunakan mesin pencarian yg dimana keyboard penggunan pasti akan di gunakan langsung.;1;30/01/2024 18:38
Rafasya Alfariq;sampurna myIm3 the besst;5;30/01/2024 18:35
Firman Gaming 021;Saya sudah kapok lakekt mtri mulai skrg saya mau ganti buat pengguna emtri cpt tan ganti sebelum anda ngerasain ngelag lebih parah pakek Telkomsel enak broo buat admin emtri saran deh kalau kartu lah jangan di naikin harga kuota nya mana ngelag lemot hadeh admin ga bertanggung jawab;1;30/01/2024 18:35
Sodiq Sabila;matul;5;30/01/2024 18:27
Ani Rafli;mantap;5;30/01/2024 18:26
DR Chanel;Indosat selalu gangguan, sudah sehari tidak ada signal;1;30/01/2024 18:21
Andika Septiawan;Bertahun-tahun menggunakan im3 awalnya sinyal lancar bagus tidak banyak kendala seperti yang saya alami saat ini, apalagi di kala hujan sinyal makin hancur, kualitas kalian makin memburuk, ayo lah di perbaiki kami sebagai penggguna im3 jujur merasa kecewa dengan kendala yang saat ini kami alami, semoga untuk kedepannya kualitas jaringan makin membaik, tidak masalah harga paket mahal kalau jaringan lancar, Terimakasih;2;30/01/2024 18:12
Lato Lato39;sangat bagus;4;30/01/2024 18:08
Uco Bm;kartu anjg event panjat kuotanya bikin emosi;1;30/01/2024 18:04
Via Afrianti18;sering sering kasih bonus hehe;5;30/01/2024 18:02
Kustari Tari;Im3 pelayanan buruk,mau menguntungkan diri sendiri,sinyal/jaringan susah kadang putus.dan semua tarip harga naik tapi data dikurangi.semua tentang M3/indosat bobrok;1;30/01/2024 17:59
Yusril Efendi;Aplikasi ini bagus loh tapi banyak yang gak ngerti makeknya itu makanya aku kasih bintang 5 ??;5;30/01/2024 17:54
Muhamad Arkha Al Fatih;sangat baik;4;30/01/2024 17:54
Rahmat Mat;minta paket Saya;5;30/01/2024 17:53
Ahmad Baehaqi;bagus banget dan sangat membantu untuk menjadi lebih baik;5;30/01/2024 17:51
Afdhal Saputra;mahal, sinyal susah bngtt;1;30/01/2024 17:22
GALIHRULLY Ramadhani;jos;1;30/01/2024 17:20
Awaludin Ludi;puas;5;30/01/2024 17:17
Feri Irawan;sangat bagus;5;30/01/2024 17:15
teguh susanto;good job;5;30/01/2024 17:00
Veriyadi Yadhi;lumayan bagus ....????????;4;30/01/2024 16:44
Yuda Botak;Kenapa ya mau beli paket extra kuota d *123*222# qo gak bisa ya...??;5;30/01/2024 16:34
Dwi Widayati;Nice try;1;30/01/2024 16:30
PANGERAN ANSOR;Isi pulsa 10.000 Dapat 2GB dan 500MB dapat pengisian 8000. Berkurang 2000 sisa 6000 pulsa.masuk berlangganan berkurang 2000 sisa 4000,berhenti berlangganan.tombol pembelian 100 poin 1gb,pulsa 4000 hilang.300 poin sisa 200 . 600mb sisa 0 hari.;5;30/01/2024 16:26
Ihsan Bayem;GA JELAS, KESERINGAN GANGGUAN!! SAYA MAU ISI PAKETAN GA BISA BISA;1;30/01/2024 16:26
M.Rinal Mandai;Saya beli paket 70gb 140 rb diamond vidio tapi vidio saya gk dapat diamond sih? ??;1;30/01/2024 16:23
Ahmad Rojiyan;jaringannya kok sering putus putus sih yg menyebabkan saya sering klah maen game;2;30/01/2024 16:19
Cantika Dewi;bagus;5;30/01/2024 16:18
Leman S;alus pisan;5;30/01/2024 16:16
Razata1122 Raza;Bagus;5;30/01/2024 16:12
pecinta seni;emang taik paket internet indosat....mahal iya boros pula;2;30/01/2024 16:04
Amun Reway;My M3 keren;5;30/01/2024 16:03
Histeel Cibubur;mantap;5;30/01/2024 15:59
Ayu Srirahayu Ningrat;SINYAL PALING PARAAAAAAAAH DI DKI SAJA SINYAL TERPARAH INDOSAT,PANTAS MURAH SESUAI DGN KUALITASNYA,SELALU GANGGUAN DAN GANGGUAN,KACAUUUUU MEMANG YG MURAH ITU GA BAGUS;1;30/01/2024 15:58
M rizki Nurpajri;??;5;30/01/2024 15:54
Alvito Putranto;sinyal indosat sekarang bonto/ilang ilangan ga jelas;1;30/01/2024 15:47
Reyzika;Makin hari, sinyalnya makin goib, ilang ilang mulu, percuma gua beli paket banyak banyak, kuota banyak jaringan gak ada, gak balance, di benahin lagi sinyalnya, paket standar gak murah gak mahal, tapi kualitas low parah;1;30/01/2024 15:47
Nuni Rachmawati;harga beli paket di aplikasi lebih mahal ketimbang marketplace. banyak pilihan paket di marketplace ada, di app malah tidak ada. kalau ada keluhan ribet harus via email baru bisa, via app yg jawab robot. keluhan via email pun jawaban CS nya tidak memuaskan.;2;30/01/2024 15:46
Imas Juliyanti;mudah mudahan banyak bonus ny;5;30/01/2024 15:44
Chelia (Che);Pelayanannya gak membantu;1;30/01/2024 15:35
pinoangkat Ankatmar;saya suka bagnttt;5;30/01/2024 15:27
Arfantio Iwan;ok lancar;5;30/01/2024 15:21
loss gaming;baik;1;30/01/2024 15:17
Nuer Ajril;Paketan mahal, jaringan kayak babi rekomendasi pindah kartu jangan Indosat apalagi kalau hujan tambah lemot hanya orang bodoh yang bertahan di kartu Indosat;1;30/01/2024 15:16
Moh Romy;Jaringan nya sangat buruk padahal paketan beli gak gratis tapi buat game sering merah kocak im3 mending tutup aja gulung tikar sono;1;30/01/2024 15:15
Tisna Brew;Bagus sekali;1;30/01/2024 15:09
Kungfu panda;Mao ganti akun ajh lama nya bikin emosi, kirim kode OTP ajh lama ke nomer ke 2, tapi kenomer pertama cepet? Gimana sih;1;30/01/2024 15:09
Met Slamet;Sinyal semakin jelek;1;30/01/2024 15:08
Kirrun Cuiuchiha;Jaringan nya makin sini makin jelek bangetttt sih..;1;30/01/2024 15:06
Sadidah;IM3 PAKET MAHAL DOANG.saya kehilangan kuota saya 40 GB gegara di sedot paket sos, saya tidak akan pernah iklas, padahal saya tidak ada menyetujui paket tersebut, mungkin gegar muncul notif mengganggu saya pencet oke, BARU KALI INI SAYA KEHILANGAN PAKET 40 GB, PAKE KARTU LAIN SAYA TIDAK PERNAH KEHILANGAN PAKET. ANEH PADAHAL YELLOW SOS TIDAK BERGUNA SAMA SEKALI, SELAIN MENGAMBIL PAKET SAYA 40GB, saya tidak ikhlas dunia akhirat liat aja nanti.;1;30/01/2024 15:06
Sunda Gaming;Sumpah saya udah pake kartu Indosat udah bertahun-tahun baru kali ini kecewa banget sama Indosat sinyal makin hari makin jelek kalau tau gini mending pke operator sebelah Kecewa saya;1;30/01/2024 15:06
karrrambaby;sinyal ilang ilang mulu anj.. sinyal sering logo R;1;30/01/2024 15:05
Hafamedicaceter 12;well;5;30/01/2024 15:05
ikadek edi ariawan;kenapa ya jaringan Indosat sekarang jelek, dulu tidak seperti ini, saya main game ngeleg terus, tolong dong diperbaiki, buka semua aplikasi jaringannya tidak stabil, padahal sudah beda tempat, tetep saja jelek jaringannya, tolong diperbaiki ya, baru saya kasi bintang 5;1;30/01/2024 15:05
Ria Apriyani Insyira, Valiqa, Fabian;ok;5;30/01/2024 15:01
Ketut Sume;Jaringan makin burik harga pun melunjak...aplikasi m3 gk jls;2;30/01/2024 14:57
Rizky Fadillah;mantab;4;30/01/2024 14:55
Jro Risma;bagus;5;30/01/2024 14:53
Sho Loon;terbaik;5;30/01/2024 14:51
Sutrisno Japari;Jaringannya sangat jelekkkkkk;1;30/01/2024 14:51
Jandi Hermawan;semoga pelayanan semakin bagus terutama jaringan;5;30/01/2024 14:50
Takin 231;apk gak guna;1;30/01/2024 14:46
Firza Rinaldi;Pinjem pulsa darurat udah masuk malah nggak bisa dipake taekkk lah;1;30/01/2024 14:42
Dino Prayoga;Teruntuk pihak my_im3 Tolong bantu keluhan kami terkait : - HARGA PAKET TERLALU MAHAL - SINYAL YANG SERING KALI HILANG PADA SAAT MAU DI GUNAKAN. DAN KENDALA LAIN SEMOGA CEPAT DI TINDAK LANJUTI. KAMI RAKYAT KECIL SANGAT MEMINTA TOLONG ????????????;2;30/01/2024 14:41
Irwan Wibisana;Tanggapan cepat;5;30/01/2024 14:35
Adam Tolol;Sinyal nya jelek bgt pdhl baru isi paketan tpi msh tetep ngeleg;1;30/01/2024 14:34
adiiansyah;paketan tidak di sarankan untuk kaum naik darah karna indosat ini jaringan buruk customer servic kaya gabisa betulin aneh bat;1;30/01/2024 14:33
Bayu;Sinyal gangguan Mulu;1;30/01/2024 14:32
Mufid Apik;Sinyal selalu jelek Indosat;1;30/01/2024 14:23
Jack Sibau;sangat memuaskan pakai myim3;5;30/01/2024 14:22
Anime Gamers;woyy balikin saldo gopayku!!!!, apk gk bertanggung jawab masak saya beli paket data malah gagal dan anehnya gopay ku gk pulang tanggung jawab dongg mau komplen di akun resmi malah di persulit;1;30/01/2024 14:21
Tiok18;ancak bana;5;30/01/2024 14:12
Reyhan;Harga kuota mahal tapi ga setimpal sama kecepatan sinyalnya, hadeuh;1;30/01/2024 14:09
Alya Cantik;Butut anying ah, hyoh we pulsa aing di potongan, majar teh make pulsa darurat Aing maah make pulsa darurat ge Hnte anying tolol ahh;1;30/01/2024 14:08
Syahrul Rizal;sinyal jelek mending jangan di pake mending pke tri;2;30/01/2024 14:07
Nada Senaider;Udah paket nambah mahal terus, sinyal jelek sejelek jeleknya sinyal;1;30/01/2024 14:06
Muhammad Fajar Fajar;Kuota makin mahal tapi sinyal burik banget;1;30/01/2024 14:05
andri sujana;Heran indosat kuota banyak pake nonton buffering terus ....;2;30/01/2024 14:02
Nurcholis Muhammad;Sinyal sangar buruk untuk bermain game online. Jumpibg sangat besar hingga 234ms. Mohon diperbaiki;1;30/01/2024 14:01
Dino ka;Burik bgt anjj sinyal nya, udh pulsa suka tiba² berkurang ga di pke..mhal lagi kuota nya;1;30/01/2024 14:01
aditya sofyan;"kenapa akhir akhir ini sinyal Indosat semakin jelek?sering kali down sinyal internetnya,kadang ada sinyal tapi tidak ada internet,ada internet tapi ga jalan"".";1;30/01/2024 13:59
Abdul Lah;ok;5;30/01/2024 13:54
Fauzan Afif;murah;5;30/01/2024 13:51
ano supiano;oke;5;30/01/2024 13:48
Dorci Dorci;mantap;5;30/01/2024 13:47
Slamet sukur;Makin hari makin jelek sinyalnya;1;30/01/2024 13:42
Ebreg Bae;Punya temen syh murah ko punya saya mahal aneh ni my m3;5;30/01/2024 13:39
Sugi tran;sangat baik;5;30/01/2024 13:34
Saudi Muhammad;sangat membantu;5;30/01/2024 13:29
Voza Suganda;Tolol kok setelah diupgret harga nya jau bener naik nya .;1;30/01/2024 13:28
Sandhi Sutarja;"Tanya indira buat apa dibikin kalau harus nunggu berjam"",, aneh sangat amat mengecewakan";1;30/01/2024 13:24
Wahyuni;M3 sekarang jaringannya lemot banget...apa lg klo buka video atau yutube adeeeh lemot banget...paketan jg cepat banget habis banyak banget nyedot datanya;1;30/01/2024 13:24
Paulus Miki;Sinyal tidak stabil dan jaringan tidak kuat apabila kita masuk ruangan tertutup tidak seperti proveder lain;1;30/01/2024 13:19
hendrik channel (hendrik prayoga);jaringan di tingkatkan lagi ya;5;30/01/2024 13:19
Tursinah;bagus;5;30/01/2024 13:17
Dadang Zulkifli;Jaringan tidak stabil;2;30/01/2024 13:17
Surya Yana;Baru kali ini beli paket pagi 3gb, malam nya tiba2 habiss,, padahal gak bnyk buka yg aneh2,, error atau apa ini,,??;1;30/01/2024 13:16
Lusi;sangat membantu..;5;30/01/2024 13:15
Shesilia ayu sitinjak;kurang puas;1;30/01/2024 13:15
Sandi Madura;bagus banget , bisa pake kota duluat .. bayar nanti .. hehehehe;5;30/01/2024 13:12
Bambang Irawan;1m3 sangat terbaik,cuma sinyal tolong lebih kuatkan lagi untuk daerah perdesa,an..??;5;30/01/2024 13:11
Isal;Terima kasih untuk layanan internet terburuk yang pernah saya alami;1;30/01/2024 13:10
Rafi Maulana iksan;Buruk payah saya beli kuota baru kemarin 5GB 5hari baru beli aja dah leg banget apalagi jaringan sering hilang sendiri Pas di cek di myIM3 masih 4GB saya cuman pake buat wa doang malah jam pasir dan setelah saya cek di myIM3 lagi kuota saya ko malah habis? Gimana nih saya merasa di rugikan kerana pengunaan yg normal malah menguras kuota yg gak normal, harga elit kualitas jaringan sulit ??;1;30/01/2024 13:09
Yuliyanti123;mantap;5;30/01/2024 13:06
Resti Fauzi;mantap;5;30/01/2024 13:06
Edyy Edyy;Apaan coba jaringannya ,tiba tiba macet;1;30/01/2024 13:04
bagus samudra;Setelah gangguan kok makin boros ya pdhl kmrin2 tetep aja + Indosat ga murah Lo gangguan mulu nih;1;30/01/2024 13:02
Paimin Ngadiyem;Beli paketan diproses teros kek taii laaa;1;30/01/2024 13:02
Aldi Putra pamungkas;Kuota murah. Tapi jaringan buruk. Gk guna..b;1;30/01/2024 13:01
Ade Mahpudin;ok;5;30/01/2024 13:00
Dendi Akib;??;5;30/01/2024 12:59
Heru Prihandono;sinyal sdh mulai bagus;4;30/01/2024 12:59
azka ramdani;Signal sering eror, paket intenet makin mahal;1;30/01/2024 12:59
Sigit;baik;1;30/01/2024 12:58
Tukul Tukul arwana;bagus;5;30/01/2024 12:56
Win Dah;mantulllllllllllll;5;30/01/2024 12:54
Devin Jr;ini Indosat di Jakarta kenapa error terus dan sering ngga ada signal woyy ?;1;30/01/2024 12:48
Jajang Farhan;Indosat kartu paling ampas di dunia kartu paling tolol di Indonesia knp sudah sering ganguan sinyalnya pun jelek banget;1;30/01/2024 12:44
Irsalina Solikah;Jaringan kayak setannnnnnn,, anjirrrrrrrr. Nyesel make kartu ini. Setann...;1;30/01/2024 12:42
Andri RH;Setelah di update, tidak bisa login. Kode OTP tidak diterima walaupun sufah coba bbrp kali.;1;30/01/2024 12:40
Dewi Nurita;Tidak suka dengan aplikasi nya yang sekarang,,bagus yg dulu sebelum update;2;30/01/2024 12:39
Tdtdt Ydyd;Semakin update apk ini semakin kurang bagus!! Misalnya kenapa bisa masukan nomor telepon saya sudah coba memasuk nya kenapa selalu gagal kan anehh tolong lah di perbaiki seperti semula/dahulu??????;1;30/01/2024 12:37
SIPRIANUS SUJASMAN IKUN;murah meriah;5;30/01/2024 12:33
