ï»¿userName,content,at,score
Farid Yao Chen,"Aku Tidak bahas Aplikasinya ya, tapi bahas kendala. 1. Kesedotnya pulsa saat tidak dipakai, baru saja isi pulsa tiba-tiba pulsa kesedot padahal tidak aktifkan data seluler maupun nelpon & sms 2. Jaringan kurang cepat, kecepatan internet mentok 10mbps kadang 24mbps 3. Ketika Hujan Sinyal tiba-tiba down 4. Tidak adanya Bonus Kuota, ga seperti Axis & XL 5. Kuota Mahal Sinyal Ampes 6. Saat main game online sinyal bagus awalnya tiba-tiba Disconek sebentar terus bagus lagi memang dari sono apagimana?",29/01/2024 06:26,1
Kristina Puspita,indosat gajelas banyak troblenya,26/01/2024 22:32,1
faris aldyansah,semenjak tri gabung sama indosat sinyalnya jelek bnget di kota besar jakarta udah kyak di hutan. korupsi gitu bnget ya beli paketan mahal hasilnya.,17/01/2024 07:21,1
Romansyah Agus,Nudah untuk ce kuota dan beli pulsa garibet,28/01/2024 06:46,5
Imam Prasetiya,Ngisi kuota dalem proses terus Ampe kuota abis blm selesai dproses makin parah pelayanannya,10/01/2024 00:37,1
Kaefzethaa 17,"gajelas ni im3. ngecek kuota di apl nya 1,5gb tapi malah dpt notif sms ktnya kuota tnggal 400mb an. mana paketnya skrg mahal bgt, padahal sering beli kuota, anying lah",28/01/2024 00:38,1
Ruslani Rualani,"Internetnya lemooot lgi ampun dah,,hancuuurrr pupus harapan di im3 Benahin boss,,di tambah pulsa hilang tiba-tiba, padahal gak ada paketan berlangganan perpanjangan otomatis dan pinjaman pulsa daruratnya pun sudah terbayarkan,, kemanakah sisa pulsanya bisa hilang tiba-tiba ?????? Misterius,, aneh banget......kacauuuuuu",26/01/2024 13:30,1
Ammar P,"ya , klo bisa lebih murah lagi lah paketnya , pilihannya juga kurang banyak",29/01/2024 09:58,5
Andre Keche,Keren banyak event yg menarik,13/01/2024 01:40,5
Waluyo Joko,aplikasi nya sangat bagus untuk tahu data kia,15/01/2024 09:08,5
Mamun Z,ko g ad bonus nya??,24/01/2024 12:05,4
Burik Celleng,"Pulsa gak kesimpen alias kalo lu diemin di aplikasi ini bakalan hilang begitu saja,kalo di steam gak bakal ilang tuh",26/01/2024 14:00,1
Rony Ersa siregar,Sumpah semakin di update kok semakin ngebug kuota nya...ehh tolol,27/01/2024 17:36,1
Udinn Ndiin,baik,10/01/2024 13:51,1
Bohari Muslim,aku senag pakai im3,13/01/2024 02:48,5
Adam Bastian,sangat baik,16/01/2024 12:28,5
Saipul Ipul,baguss,24/01/2024 17:19,5
elvin elvin,sinyal semakin hari semakin buruk . pindah operator aja,28/01/2024 06:28,1
Saiful Fendi,sangat bagus,12/01/2024 02:44,4
Madun Ajah,bagus,12/01/2024 02:02,5
AL Be Continued Channel,Paket nya makin mahal,10/01/2024 08:52,1
izzah Janatunnisa,im3 di daerah bojong gede tolong banget sinyalnya diperbaikinnnn... udah 3hari lebih lemot bangettt .bulan depan auto ganti,20/01/2024 10:46,2
Udin Saputra,isi pulsa dalam keadaan hidup data selalu aja kesedot padahal udah tahun 2024 M3 emang gak bisa ya diadain fitur kunci pulsa kaya operator sebelah tuh Adanya fitur Pulsa safe juga gak guna saya udah beberapa kali beli Kouta yang ada pulsa safenya selalu aja kesedot pulsanya aneh ayo diperbaiki semoga makin maju,25/01/2024 13:35,3
wan rusli,memuaskan,25/01/2024 12:04,5
Asrofi Romli,sangat puas,29/01/2024 03:34,5
Susisusanti1994 Susi,pelayanan baik,31/01/2024 10:25,5
Gunung Rhoma,dial cek pulsa error mohon diperbaiki terimakasih sebelumnya,29/01/2024 10:21,3
Nadiatul Hikmah,"Maaf sebelumnya, saya mau complain. Pulsa saya telah di isi sebesar 30k, pada tanggal 25 januari 2024. Tanggal 26 dan 27, saya cek pulsanya masih 30k. Kenapa , pada tanggal 28 januari 2024 justru pulsa saya berkurang dengan sendirinya menjadi 28,600. Padahal, saya mau beli paket, malah berkurang dengan sendirinya. Saya cek di riwayat transaksi, pesan, dan telpon, tidak ada riwayat pemakaian. Tolong dong pihak m3, kembaliin. Ya emang nggak seberapa, tapi tolong balikin. Atau beri penjelasan.",28/01/2024 12:09,1
elviana Sari,saya sangat menyukai,17/01/2024 20:15,5
NICO AHMED,Saya sangat-sangat kecewa melihat kinerja myIM3 kalian sungguh sangat kecewa . Jangan kamu salah kan penggemar memakai myIM3 akan berpindah cepat atau lambat nya kamu akan kecewa seperti apa yang kamu buat seperti kami sekarang ini,11/01/2024 16:24,1
Risman Prima,"Ngga ridho tiba tiba pulsa dipotong, saraf!!!",26/01/2024 16:01,2
NiWynmeigrina Wulandari,SERING JELEK JARINGANNYA TLL,12/01/2024 18:37,1
febina indah tiara dewi,burikkkkkk bangetttttt makin kesini jdi gamau langganan,26/01/2024 13:27,1
Ubaidillah 1992,Jangan pake indosat. Sinyalnya jelek.,19/01/2024 03:06,1
Sri Devi,terbaik,21/01/2024 12:56,5
Asnan Anandi,Sangat tidak puas. Jaringan setelah pembaharuan malah makin buruk Mohon lebih di perhatikan lagi. Buat pengguna nyaman menggunakan nya,21/01/2024 12:20,1
Saepudin Kmkz,Jaringan nya jelek banget cape sendiri guaa,28/01/2024 10:12,1
reindra septian,sangat mudah,30/01/2024 10:26,5
Inyoman Sudana,top,22/01/2024 14:08,5
Abdul Azis Nabilah,Anj gagal tournament gara-gara sinyalnya ilang kecewa gw,26/01/2024 13:56,1
Norhayati,koutanya mahal,23/01/2024 13:42,3
nevan Pamungkas gaming,Kuota semakin mahal semakin lag juga aneh,26/01/2024 12:50,1
Ihwan Ihwan,bagus,28/01/2024 03:47,5
AL ALDIANSYAH99,Sinyal nya sering ilangÂ² untuk daerah jakarta timur paketan mahal sinyal buruk,26/01/2024 12:42,1
Fortuna 01,bagus,12/01/2024 09:19,4
Fajar Hanif Firmansyah,tolong pihak my im3 perbaiki jaringan biar tidak lag teruss,26/01/2024 12:44,1
Tiara Eka,Gilak sih.. im3 makin kesini makin burukk.. sering trouble. mana trouble nya lama.. parah sih,26/01/2024 13:54,1
SUYITNO 79,terbaik,25/01/2024 13:26,5
Sulis Ridwan,bagusss,27/01/2024 14:36,4
Muhammad Mulyadi,bagus,19/01/2024 14:14,5
Arya Wahyu s,??,22/01/2024 04:05,5
Dahlan alsodikin,sangat baik saya suka,12/01/2024 00:46,5
Muhammad Haykal Ridho,"beli yang hot promo sekarang nge lag bgt yaa,apa emg jaringan nya aja lagi ada kendala?",18/01/2024 16:20,1
Maya Lestari,4 dulu aja,20/01/2024 18:00,4
Suyatno Dekkson,lambat,20/01/2024 06:33,3
Smart People,Provider pencuri pulsa,10/01/2024 05:45,1
Rangga ganteng,"Makin kesini makin gajelasssss...sinyal sering hilang,padahal gw tinggal di kota Lagi ngegame tbtb hilang sinyal,kesal kali Pedahal dulu g begini Temen2 gw juga pada ngerasain. im3 emg ud g selancar dulu Mending make kartu lain siii,ga terlalu berkendala kek ini ????????",20/01/2024 02:15,2
Sipa Patonah,Sudah update malah gangguan gabisa dibuka,25/01/2024 11:09,2
Elsa Zila,aplikasi ??,17/01/2024 04:41,5
Vincensius Tri Fernando,Jaringan kadangÂ² ilang gk jelas thol0l,13/01/2024 07:52,1
Nuha Nuha,"Pulsa sisa 5000 top up 25000 kok malah jadi 25000,,, matematika indosat emamg??????",10/01/2024 16:12,1
Domitila Nomi,Sekarang myIM3 payah ?? Aplikasi nya susah susah d buka Sangat tidak membantu,11/01/2024 07:33,1
Egi Baehaki,goood,23/01/2024 17:23,5
Abd Fatah Hs,Kok hak aktif,10/01/2024 04:21,5
Achmad fadillah,ganti nomor aja kgk bisa...,14/01/2024 19:23,1
Ketut Gumita,good,22/01/2024 22:51,5
Jasman Algaster,Aplikasi cirit,26/01/2024 14:10,1
chairul fadli,"jangan make claim bonus, langsung masuk otomatis saja",20/01/2024 03:49,5
Briliyan Yuliyanto,Makin kesini sinyal makin gada.,23/01/2024 17:03,1
Abdul Qodir Jaelani (Lann.),Klo malem kadang gangguan coo??,27/01/2024 12:50,4
Gojo,najis gblook apk gajelas,26/01/2024 13:08,1
Elly Elley,Gatau kenapa aplikasinya error trus,23/01/2024 11:53,1
Agoenk Top Plus,sinyal untuk internet mulai tidak stabil ... sedikit penurunan pada speed bandwith,28/01/2024 08:37,4
Erik Nurdiansah,"Jaringan nya makin gajelas lelet, plis lah perbaiki",29/01/2024 10:41,4
Naura Rafail,Bagus,10/01/2024 13:07,5
Harris Setyawan,"Mahal,sinyal juga susah lemot ganti provider lain yg lebih worth it",24/01/2024 15:37,1
Nabila Puspita,KEREN,27/01/2024 04:01,5
Adib Fauzan A.,"??????????????INDOSAT PENIPUAN, SAYA YANG DARI DULU TUNGGU HADIAH IMPOIN YANG DAPAT MOBIL, GADGET, MOTOR GAK DAPAT-DAPAT INFO???????????? POKOKNYA JELEK????????????????????????KALO ADA TUKAR POIN DAPAT HAFIAH LAGI DARI SINI, JANGAN PERCAYA, INI PENIPUAN????????????????????????. SAYA JUGA UDAH BELI KUOTA, TAPI TIDAK BERDUNGSI, JADI SAYA TERPAKSA PAKAI WIFI. PENIPUAN...... MENDING PAKE XL ATAU TELKOMSEL DARIPADA IM3 PENIPU INI????????????????????????",26/01/2024 12:34,1
Aprianto Rizky,Ini aplikasi koq jaringan bagus susah banget kebuka... Bikin kesel aja,26/01/2024 13:33,1
Yusra Kautsar,Aplikasi masih sering bug,11/01/2024 13:35,1
Bit,"tolong kuota games 12gb nya diperbaiki, karena gak bisa dipakai, gimana mau main game online masuk gamenya aja gak bisa??",19/01/2024 07:49,2
prasetyo arif,tambah bagis keren abis,13/01/2024 10:06,5
Edo aria,tetap semamgat,15/01/2024 10:34,5
Sudiarsana,"Ini apa konthol paket internet mahal, jaringan kayak taik!!! Tolong lah ini diperbaiki minimal jaringan internet lancar lah kalok enggak paket internet nya di murahin",27/01/2024 12:57,1
hendy hermawan,Kenapa sekarang sering error mulu ya uda gitu sinyal sering down,18/01/2024 12:51,1
Giselle 22,sangat relevan,24/01/2024 11:56,5
Ronald Sangiian,Masa harus up date terus nih my im3 nya kalau GK diperbaharui gk bisa dibuka aneh ya boleh aja up date tapi gke 4 hari sekali atau seminggu sekali lah minimal 5 bulan sekali masih mending hadeuhhhhhtolong nya Indosat aplikasinya ini jangan terus menerus minta pembaharuan,26/01/2024 13:58,3
Ria Nirmala,"Jaringan bagus, suka ada promo juga, love bangett sama im3",16/01/2024 13:06,5
Fauzan W.N. r,"Apk kadang nge bug dan juga sering terjadi kesalahan karena jaringan ampas, padahal jarak dari tower cuman bbrp meter. Walaupun sinyal bagus tetep aj jaringan ngilang2 gajelas.",26/01/2024 19:22,1
lauzainbe lauzainbe,mantap,27/01/2024 03:50,5
KUUHAKU,"""penyesuaian harga dilakukan untuk peningkatan kualiatas"". Padahal jelas-jelas semenjak harga dinaikin sinyal makin ampas. Ada yang namanya ""ada harga ada kualitas"" la terus hargamu mahal kualitasmu busuk gitu gmn? Gangguan berhari-hari tapi ga ada pertanggung jawaban,CS tidak memberikan penyelesaian yang solutif, perbaikan lambat,Indosat 2024 mau ngapain?gulung tikar?Mau saya bantu???",23/01/2024 09:42,1
Abdul Ajriel1,Hujan sinyal ngilang tolol,19/01/2024 11:19,1
yogi pradana,makasih my im3,22/01/2024 06:38,5
Andres pertama,"Ini gimana ini saya beli paket di apk IM3 melalui dana, tapi paketnya gagal masuk tapi saldo dana saya tetap dipotong, tolonglah dikembalikan uang saya itu atau paket nya diproses",17/01/2024 03:04,1
panci ajus.,saya cobak dulu ntar kalau bagus tak tambahin lagi bintangnya.,24/01/2024 23:28,4
Dina Febiyanti,oke banget si apk ini??,19/01/2024 05:14,4
Paisal Hartono,kurang puas,29/01/2024 09:16,1
Milow Rinos,sangat baik pelayanannya,19/01/2024 04:27,5
Raka Revaldy,Jaringan buruk bangett sumpah ga bohong kalo gw bohong pendiri Indosat bangkrut,22/01/2024 16:00,1
Ham Dani,Ok,10/01/2024 00:02,5
Sie Paluy,Sinyal IM3 sekarang jadi aneh nonton vidio lancar bet pas main game tiba ilang sinyal aneh emang im3,21/01/2024 15:15,1
Latif Fernando,Kenapa tiba tiba nomor saya tidak terverifikasi ya? Padahal saya sering mengisi pulsa/quota di nomor saya.,26/01/2024 13:42,1
Abdullah Hasan,ok,11/01/2024 23:13,5
Musrifah Firdziefadhil,alhamdulilah sangat membantu,19/01/2024 10:24,5
Moh Riziq,kurang bagus masih sangat mahal,24/01/2024 20:36,1
VI?NZ,G masalah sama aplikasi nya cuma Indosat nya sering banget trouble sinyal bar penuh udh 4g+ udh isi kuota 40gb udh siap-siap pushrank eh malah tiba tiba pink full merah pdhl cuaca aman g mati lampu coba buat search google aj g bisa. Masalah aplikasi nya cuma kadang kadang masuk nya lama banget sama kadang kadang malah force close sendiri pdhl klo buka game aman kaya ML sama PUBG,26/01/2024 12:55,2
Hari Karhamza,sangat memuaskan,23/01/2024 14:18,5
Pranata Mansour nales,"mantap deh pokoknya, Sedikit kecewa sekarang krna hrs pakek koneksi buka apk nya, jdi klo ga ada quota gabisa buka, mau beli quota d apk nya susah",19/01/2024 11:05,5
Robby Nugraha,ok,30/01/2024 19:01,4
Iksan Maulana,Tambahkan pembayaran lewat Bank BSI,23/01/2024 06:01,5
Csa Kupangtiga,baik,21/01/2024 07:30,5
ai aisyah,sanngat bagus,20/01/2024 13:59,5
ruslan XIips,"Koneksi area sorowako kocak bener, kalau gk mampu im di sorowako gk usah. Rugi kami paket tiap bulan, koneksi kocak",15/01/2024 11:30,1
Lulu Ikhwani,Ko sekarang setiap pembelian kuota pulsa ga dapet koin yah udah berapa kali beli tetep ajah udah mah klo mau buka apknya lemot bngt ampun,10/01/2024 12:00,3
Cunek Rusman,aplikasi nya sangat bagus dan sangat membantu kalau tidak ada pulsa dan pilihan paket pun lebih murah,22/01/2024 07:52,5
Rizki Cell,??,21/01/2024 03:02,5
19 Tahun,Tranfer pulsa ke no lain selalu gagal update bukn nya makin bagus malah tambah error,16/01/2024 09:06,1
FNN Channel,"Jaringan terburuk di indonesia.. Jaringan indosat parah banget, hujan kecil gangguan hujan deras apalagi.. Ga hujan pun gangguan berjam2.. Paket mahal kualitas murahan ??????",28/01/2024 07:34,1
Rune GNB adonis Altim,sangat bagus dan menarik,15/01/2024 05:17,5
Muhammad Sabandi,Kenapa pulsa sy berkurang,20/01/2024 05:35,1
Deniz Sherinda,jozz gandozz,15/01/2024 07:48,5
Lord M,Harga mahal sinyal ampas lawak bbi,25/01/2024 13:56,1
Dian Armieta,Semoga semakin baik untuk pelayanannya kedepannya.,17/01/2024 11:31,5
Alfin Kareskalo,setiap 500mb jaringannya menyambung ulang baru jaringannya eror.misalnya:Indosat sedang dalam pemilu.tolong perbaiki,29/01/2024 12:32,1
Amrisjam68 Sjam,ok,20/01/2024 07:49,5
Hermida Spt,aplikasi nya sangat bagus,31/01/2024 14:50,5
Ruddy Sojokertoo,"M3 Indosat memang monyet ??, membohongi saya. Katanya ada pulsa save, sehingga tidak takut pulsa hilang kesedot, eh ternyata pulsa kesedot tiba-tiba habis. Males saya menggunakan kartu m3 Indosat. Dasar monyet ?? Kamu layanannya sangat jelek....,,!",14/01/2024 22:40,1
Fadil Malik,sangat bagus,19/01/2024 08:39,5
safinatun najaa,terlalu sering gangguan,11/01/2024 14:30,1
Ilham Ferdiansyah,Makin parah nih provider,26/01/2024 13:31,1
TUTORIAL UNFAEDAH,M3 di bojonegoro kaya jembotttttt,19/01/2024 13:30,1
Rery Djasran,mantap,20/01/2024 05:21,5
Adit Prasetya,Ngelag muluu tiap hari,26/01/2024 12:19,1
Rafli Mavindo,udah ngelag mahal lagi serius jangan pake indosat dh mending pindah ke kartu lain,22/01/2024 12:16,1
Mutiara Callysta,Entah mengapa data terkuras terlalu banyak padahal tidak memainkan game atau apk yang membutuhkan data yang banyak,25/01/2024 06:01,2
Dino Rizky87,Pas kerja sinyal eror akhirnya kerjaan jadi jelek apalagi saya driver dapat poin dari aplikasi karena lama mengantarkan pesanan gara gak bisa buka map karena sinyal eror,26/01/2024 14:11,1
Alam,sangat membantu,27/01/2024 13:31,5
Iwan Lekon,sangat baik,15/01/2024 20:32,5
nanadd,"sering isi pulsa, pas minta tuker IMPoin gabisa. katanya Âbelum berhasil, silahkan mulai ulangÂ gitu aja terus, pelit bat",22/01/2024 03:06,2
perth prthiwi,Aplikasi NGGA GUNA! SERING EROR! HARGA NAIK KELOLA APLIKASI NGGA BECUS!,22/01/2024 03:08,1
Koja Fc,mantap,26/01/2024 09:46,5
polin seventri,eror mulu bangkee,26/01/2024 13:55,1
Vicky Aldiansyah,baguss,31/01/2024 10:46,5
Adong Rastvara,Yo teman teman kita pindah ke by'u sinyal bagus maen game gak leg,11/01/2024 11:17,1
Siti Marlina,bagus,25/01/2024 17:09,1
Dwi Widayati,Nice try,30/01/2024 16:30,1
Ricky Chaniago,sangat membantu aplikasi myIM3 ini.. terima kasih semuanya..,13/01/2024 10:52,5
abi Manyu pratama,"Ini gimna sih jaringan hilang kocak bener, padalah paket msih ada , buruk bener cape ke gini oy ... Kacau... Indosat",26/01/2024 13:11,1
zona nyaman,"Sinyal im3 parah sekarang , hadeh apalagi hujan buat wa aja jamkot",19/01/2024 20:30,1
A2KT,Habis isi pulsa Rp.150.000 tapi poin tidak bertambah,24/01/2024 16:26,5
Natan TT,Woy makin sini ni jaringan makin lambat benerin jaringan nya klo mau gw kasih bintang 5.,11/01/2024 05:48,1
Ketan Goreng,Indosat ga jelas bet sumpah Sinyal susah mulu udah 2 Minggu Mau pengaduan ga bisa Gimana si ini lah udahmah paket data masih ada 14gb ilang gatau kemana Jelek bet sekarang Indosat,24/01/2024 18:30,1
Bambang Nurdiansyah,baik,17/01/2024 08:51,5
mesrachel lina sllhi,keren,18/01/2024 06:35,5
Anton Mobile,"bagus,sngat membantu",28/01/2024 01:54,5
Amnira,baguss,17/01/2024 18:48,5
Tjuk Suradji,bagus,12/01/2024 22:30,5
Epul Saepullah,bagus,27/01/2024 23:06,5
Muhamad Dalilan,Suka kelogout sendiri cacat,22/01/2024 15:47,1
agung kristiana,good job,13/01/2024 00:42,4
M Ilhamsyah Putra,Mengapa Haraga peket internet lebih murah kartu baru dari pada kartu lama sepertikartu saya sudah platinum paket internet mahal sementara beli kartu baru paket lebih murah mengapa di bedakan,20/01/2024 17:06,3
22. Kevin andre Santoso,myIM3 semakin lm semakin menjengkelkan suka potong2 pulsa,17/01/2024 12:03,1
Intan Khaerynnisa,"Semoga bakal ada masanya. My-im3 seperti provider yang lain juga. Kalau ngisi paket, paket sebelumnya ga hangus.",18/01/2024 12:48,5
Tarmin,"Wahai para pengguna setia IM3 downloadlah apk myIM3 sangat berguna sekali dan ada bonus bonusnya paket data....ayo gunakanlah karena untuk mempermudah cek pulsa,cek data, beli paket data dll. myIM3....YESSSSS????",29/01/2024 10:40,5
Juli Samsung,"Hari ini detik ini saya menggunakan Wi fi, cuman untuk ngasih komentar bahwasannya jaringan Indosat benar"" mengilang dan tidak bisa di gunakan internetan sama sekali ! #tolongSegeraDiperbaikin",26/01/2024 13:20,1
Fuad Hasan,"Please dong dev.. Tambahin fitur/tombol pulsa safe pada aplikasi myim3 seperti. App Telkomsel, Axis/XL biar pulsa gak gampang kesedot pas tiba2 paket data habis. GILAAA. belum lagi kesedot ama paket data langganan. Duhhh. Bikin gak betah sumpah.",16/01/2024 23:11,1
euenggil sv,Mantap sekali,20/01/2024 21:37,5
Firman Gaming 021,Saya sudah kapok lakekt mtri mulai skrg saya mau ganti buat pengguna emtri cpt tan ganti sebelum anda ngerasain ngelag lebih parah pakek Telkomsel enak broo buat admin emtri saran deh kalau kartu lah jangan di naikin harga kuota nya mana ngelag lemot hadeh admin ga bertanggung jawab,30/01/2024 18:35,1
Dedi indonesia Dream juice,Beri pulsa min,24/01/2024 20:29,5
Suparjo Suparjo,"lagi coba pake, moga mudah n gk ribet ya?",20/01/2024 07:14,4
Rahel Rahel,apk ny bagus??,20/01/2024 00:11,4
Official Dii.,"Udah sebulan an sinyal buruk ???? gara"" kartu m3,turun rank 10 kali dan hp ancur gara"" emosi ngadepin sinyal??nonton vidio rendah aja loading terus,Kouta internet bulanan semakin mahal dan sinyal semakin buruk! Mungkin seharus nya ganti kartu!",21/01/2024 08:47,1
Toni Asgar,Elor anjung d apdet bhangsat,18/01/2024 13:12,1
Nk Gen_z,mantap ????,14/01/2024 12:46,5
jarot crot,ok,14/01/2024 10:23,5
Ahmad Rifai,Apk taii beli paket gagal tapi uangnya/pulsa ga di kembaliin gobloc,26/01/2024 15:30,1
adfly ae,tolong di maksimalkan layanannya plus bnyakin promo ?? jagan seperti profider sebelah mahalnya bukan maen + paketan internet kok di bagi bagi giliran di pakek sangat mendesak gk bisa terpaksa harus beli lagi @mantan sebelah ??,12/01/2024 04:54,5
Kelvin Gustian,Jaringannya kek kntl,13/01/2024 13:46,1
Sutiyah Sutiyah,Jelek banget fitur nya Bagusan yang dulu,11/01/2024 12:54,1
Fikih Fakhodin,Paketan mahal sinyal murahan,26/01/2024 13:06,1
Gea ZTX,"JARINGAN PUTUS NYAMBUNG. KADANG FULL JARINGAN, TAPI ADA KETERANGAN TIDAK ADA JARINGAN.",26/01/2024 12:25,1
sofyan bastary,sangat membantu,18/01/2024 16:48,4
Fahmi Amix,Gimana ni operator masa tidak bisa beli kuota ini,15/01/2024 00:27,2
Khudori manan,"Halo ini saya edit lagi ulasan saya.. pada kartu ternama saja seperti telkomsel dll yang jaringannya lebih luas dari Indosat, PAKET BULANAN TIDAK SEMAHAL Indosat, entah kenapa saya pelanggan lama Indosat sangat kecewa, akan tetapi karena data dan kontak saya sudah banyak di Indosat maka saya mempertahankannya hanya untuk dihubungi... KUALITAS paket internet sangat buruk, harga melebihi brand berkualitas tapi kualitas Indosat tidak sadar diri. sungguh jika ada bintang 0,000001, akan saya berikan!",29/01/2024 17:10,1
syachrullifebriany Febriany,baik,18/01/2024 03:53,5
TETEBATU SMILE,best,10/01/2024 13:51,5
Ubaidilah Bin Aria Subarna,"pengalaman yang menyenangkan setelah bergabung bersama im3 indosat oredoo,dengan benefit harga bonus yang murah menjadikan pengalaman yang sangat menguntungkan buat kita pengguna jaringan provider,semoga im3 memberikan bonus harga dan memberikan kepuasan buat para penggunanya.terima kasih",25/01/2024 00:38,5
Jon Afrinal,sangt menyukai,19/01/2024 08:15,5
Istanto Anto,Aplikasi sll error susah d buka,10/01/2024 05:11,2
komsiyah afriyani,sering mengadakan promo menarik dan harga terjaangkau,12/01/2024 11:59,5
meta fitrilia,cukup baik. tpi agak mahal. dri krtu m3 lainnya,28/01/2024 04:18,4
Raysa Maysarah,baguuuuus,24/01/2024 08:24,5
Zaber Rasta,Jaringan dulu benerin kids,22/01/2024 01:29,1
HENDRA KURNIAWAN hendra,terbaik,18/01/2024 14:21,5
Ahmad Arifudin,"Sekarang harga paket mahal mahal ,signal sering ilang ,kuota makin boros gk sesuai dgn harga paketnya ,di isi vocer pun sulit harus idupin lokasi,harus thetring juga lah sementara hilangin dlu bintangnya",17/01/2024 06:26,1
